,MSRP
4830,14489
4831,15889
4832,14989
4833,15389
4834,33095
4835,25095
4836,24595
4837,28095
4838,30095
4839,22195
4840,28495
4841,23195
4842,28795
4843,25295
4844,23395
4845,29195
4846,22395
4847,33795
4848,25795
4849,30795
4850,34295
4851,25995
4852,29295
4853,25495
4854,29195
4855,31295
4856,23595
4857,22595
4858,19590
4859,19390
4860,18590
4861,20890
4862,21890
4863,17490
4864,15890
4865,19690
4866,20590
4867,21590
4868,20690
4869,15990
4870,21990
4871,21690
4872,18090
4873,20390
4874,19890
4875,17700
4876,20990
4877,19990
4878,17500
4879,19200
4880,21200
4881,16490
4882,18090
4883,25890
4884,23690
4885,21990
4886,2000
4887,2000
4888,2000
4889,2000
4890,2000
4891,2000
4892,2000
4893,24700
4894,28500
4895,27400
4896,25800
4897,31090
4898,26000
4899,24900
4900,29990
4901,25305
4902,30610
4903,29510
4904,26405
4905,24975
4906,26370
4907,31575
4908,27775
4909,26330
4910,28330
4911,25330
4912,26830
4913,26830
4914,28030
4915,23930
4916,21630
4917,26530
4918,29030
4919,32755
4920,19650
4921,29575
4922,23655
4923,26615
4924,26665
4925,23705
4926,29575
4927,19700
4928,28440
4929,30440
4930,25040
4931,26840
4932,26440
4933,28240
4934,28355
4935,26505
4936,25105
4937,30580
4938,26955
4939,28530
4940,27770
4941,29205
4942,31055
4943,25920
4944,32560
4945,20660
4946,25510
4947,34010
4948,31510
4949,32560
4950,25860
4951,26450
4952,23020
4953,27240
4954,17990
4955,30550
4956,24190
4957,23750
4958,28050
4959,21970
4960,31360
4961,24540
4962,25400
4963,25350
4964,23610
4965,28560
4966,26310
4967,22700
4968,35260
4969,24630
4970,27630
4971,31750
4972,26750
4973,25840
4974,32890
4975,24050
4976,31840
4977,24960
4978,26640
4979,35590
4980,23000
4981,32080
4982,34360
4983,28380
4984,25680
4985,23940
4986,24520
4987,31690
4988,28910
4989,35610
4990,18290
4991,23230
4992,34340
4993,28890
4994,31710
4995,27960
4996,20960
4997,22180
4998,25750
4999,32340
5000,27320
5001,26470
5002,27650
5003,29170
5004,18390
5005,22160
5006,24950
5007,26630
5008,33390
5009,35160
5010,28750
5011,23910
5012,32580
5013,29700
5014,36410
5015,25200
5016,23900
5017,24620
5018,32510
5019,22860
5020,27380
5021,26575
5022,32330
5023,31430
5024,26480
5025,25675
5026,37020
5027,31010
5028,25675
5029,26480
5030,27830
5031,32780
5032,24035
5033,30780
5034,22500
5035,31270
5036,22750
5037,24320
5038,33270
5039,28115
5040,30610
5041,27405
5042,32610
5043,22610
5044,23610
5045,36620
5046,38620
5047,39550
5048,38050
5049,42150
5050,43600
5051,42850
5052,44300
5053,49750
5054,49850
5055,50100
5056,58400
5057,59000
5058,44050
5059,42600
5060,57600
5061,43700
5062,59800
5063,52000
5064,45150
5065,53400
5066,44950
5067,61500
5068,46400
5069,115400
5070,137100
5071,119900
5072,139900
5073,217900
5074,50200
5075,45750
5076,58000
5077,51300
5078,46650
5079,61450
5080,47900
5081,52750
5082,38600
5083,43350
5084,48900
5085,40250
5086,50800
5087,37150
5088,51700
5089,37800
5090,49800
5091,40900
5092,39250
5093,44200
5094,45500
5095,42050
5096,40400
5097,53100
5098,51200
5099,41550
5100,44150
5101,39950
5102,35800
5103,37400
5104,32000
5105,40200
5106,35000
5107,33400
5108,44750
5109,41500
5110,36900
5111,33100
5112,38500
5113,41850
5114,46050
5115,45450
5116,36100
5117,40250
5118,34500
5119,37150
5120,34550
5121,32950
5122,2251
5123,2449
5124,22195
5125,21395
5126,24895
5127,24095
5128,22195
5129,21395
5130,33250
5131,33800
5132,33200
5133,31450
5134,31200
5135,33450
5136,33450
5137,33950
5138,34050
5139,31900
5140,31450
5141,32250
5142,32250
5143,34750
5144,32700
5145,33050
5146,46950
5147,54900
5148,44350
5149,37500
5150,36050
5151,39150
5152,50550
5153,40400
5154,43350
5155,33250
5156,36050
5157,43550
5158,37000
5159,34450
5160,35650
5161,36200
5162,34900
5163,33700
5164,33250
5165,34250
5166,43850
5167,35750
5168,38700
5169,37000
5170,35900
5171,43900
5172,36650
5173,14335
5174,14775
5175,18425
5176,19850
5177,15675
5178,16980
5179,20280
5180,30210
5181,26755
5182,23100
5183,26960
5184,18765
5185,20290
5186,23100
5187,28580
5188,19275
5189,24180
5190,28960
5191,24710
5192,22220
5193,32300
5194,20490
5195,21165
5196,29060
5197,24080
5198,28480
5199,24610
5200,31870
5201,21275
5202,41400
5203,54550
5204,43900
5205,29310
5206,26910
5207,31755
5208,28250
5209,37610
5210,21599
5211,23999
5212,21599
5213,23999
5214,21899
5215,24299
5216,248000
5217,225400
5218,187900
5219,237600
5220,191900
5221,202000
5222,202000
5223,225400
5224,248000
5225,191900
5226,237600
5227,209500
5228,209500
5229,191900
5230,251600
5231,191900
5232,198900
5233,256300
5234,202000
5235,241200
5236,251600
5237,241200
5238,202000
5239,225400
5240,225400
5241,29350
5242,32150
5243,26350
5244,32150
5245,34600
5246,29300
5247,33400
5248,27200
5249,27950
5250,26750
5251,34600
5252,33400
5253,29500
5254,26950
5255,34950
5256,28150
5257,29900
5258,33750
5259,35200
5260,47400
5261,51500
5262,38000
5263,40500
5264,41250
5265,38750
5266,53850
5267,77900
5268,69800
5269,76050
5270,70600
5271,78550
5272,77200
5273,79700
5274,71600
5275,286750
5276,319400
5277,295850
5278,329325
5279,250000
5280,290000
5281,296000
5282,256650
5283,263200
5284,303300
5285,63000
5286,64550
5287,88600
5288,118160
5289,119450
5290,89950
5291,65200
5292,63600
5293,89950
5294,63600
5295,65200
5296,119450
5297,31300
5298,33300
5299,48300
5300,49580
5301,32500
5302,34500
5303,49900
5304,32850
5305,34850
5306,38950
5307,40950
5308,39150
5309,41150
5310,65100
5311,109300
5312,69650
5313,110650
5314,64600
5315,99950
5316,51100
5317,107100
5318,52500
5319,53600
5320,108840
5321,101690
5322,65650
5323,52000
5324,54500
5325,25375
5326,25375
5327,24300
5328,24300
5329,24300
5330,25375
5331,24770
5332,24770
5333,25870
5334,25870
5335,26895
5336,25795
5337,26695
5338,24845
5339,26895
5340,25795
5341,27795
5342,24845
5343,27795
5344,26695
5345,23745
5346,23745
5347,37090
5348,39090
5349,38590
5350,38980
5351,39480
5352,37480
5353,37900
5354,39900
5355,39400
5356,124100
5357,93850
5358,68700
5359,26950
5360,32890
5361,30530
5362,25850
5363,29430
5364,29280
5365,32640
5366,24785
5367,28885
5368,26280
5369,25885
5370,30380
5371,29880
5372,27380
5373,30980
5374,27980
5375,29485
5376,31540
5377,25385
5378,30045
5379,26880
5380,31145
5381,27785
5382,26485
5383,28385
5384,30620
5385,26095
5386,25595
5387,29125
5388,31220
5389,27090
5390,27590
5391,31630
5392,24995
5393,30135
5394,31235
5395,32730
5396,29725
5397,28025
5398,26490
5399,30120
5400,28625
5401,26695
5402,29520
5403,28190
5404,35195
5405,25595
5406,27995
5407,34095
5408,26095
5409,26695
5410,31990
5411,30890
5412,24995
5413,29095
5414,39090
5415,36595
5416,36750
5417,38995
5418,35650
5419,37895
5420,36755
5421,35655
5422,39375
5423,40475
5424,31445
5425,22495
5426,27995
5427,21395
5428,29345
5429,26995
5430,30345
5431,24595
5432,25695
5433,29095
5434,24995
5435,27025
5436,29385
5437,22725
5438,21625
5439,22680
5440,27030
5441,21580
5442,29970
5443,26995
5444,19295
5445,23445
5446,21295
5447,17995
5448,28395
5449,24895
5450,20995
5451,29495
5452,27395
5453,22345
5454,25895
5455,22395
5456,20395
5457,20675
5458,27425
5459,19595
5460,22625
5461,18495
5462,25225
5463,20175
5464,19575
5465,21275
5466,20995
5467,22695
5468,21595
5469,19895
5470,22940
5471,21690
5472,17070
5473,21240
5474,22940
5475,21690
5476,18890
5477,17070
5478,23530
5479,22280
5480,23530
5481,21830
5482,19555
5483,22280
5484,23750
5485,22500
5486,20090
5487,30995
5488,27395
5489,21795
5490,24245
5491,28395
5492,25245
5493,25095
5494,22595
5495,28295
5496,31495
5497,26195
5498,29395
5499,29395
5500,26695
5501,32395
5502,23995
5503,24330
5504,27330
5505,21330
5506,28815
5507,24735
5508,21815
5509,22210
5510,29325
5511,23449
5512,24949
5513,19299
5514,22549
5515,22899
5516,21099
5517,23949
5518,21399
5519,25249
5520,22299
5521,19499
5522,22849
5523,23749
5524,23799
5525,25949
5526,22349
5527,19949
5528,24449
5529,2169
5530,2266
5531,2000
5532,2048
5533,2000
5534,2055
5535,2152
5536,2234
5537,2331
5538,2267
5539,98172
5540,98872
5541,104122
5542,99900
5543,143300
5544,153400
5545,138800
5546,161070
5547,182009
5548,150465
5549,145740
5550,161070
5551,150465
5552,145740
5553,182009
5554,143400
5555,126500
5556,132825
5557,165627
5558,150570
5559,150570
5560,132825
5561,165627
5562,53285
5563,45615
5564,46310
5565,53980
5566,38875
5567,38875
5568,43150
5569,45100
5570,55070
5571,48600
5572,57330
5573,50850
5574,50000
5575,54115
5576,50470
5577,50695
5578,54810
5579,50365
5580,56555
5581,3542
5582,3741
5583,3965
5584,47975
5585,51375
5586,52375
5587,60430
5588,61330
5589,63080
5590,53470
5591,54070
5592,55370
5593,84440
5594,111510
5595,115710
5596,101770
5597,149990
5598,111510
5599,149990
5600,101770
5601,109990
5602,149995
5603,149995
5604,26275
5605,31695
5606,24595
5607,25095
5608,27375
5609,31695
5610,29995
5611,29545
5612,27845
5613,31095
5614,28445
5615,27845
5616,25095
5617,24595
5618,28945
5619,23995
5620,27375
5621,29545
5622,29995
5623,23995
5624,25695
5625,26875
5626,30595
5627,30595
5628,27975
5629,26875
5630,28445
5631,25695
5632,26275
5633,28945
5634,31095
5635,27975
5636,29895
5637,29695
5638,30795
5639,25300
5640,24200
5641,25895
5642,30995
5643,30395
5644,24200
5645,28795
5646,25095
5647,28395
5648,27295
5649,28195
5650,31495
5651,28195
5652,24795
5653,26195
5654,31495
5655,24795
5656,32095
5657,25300
5658,27895
5659,30995
5660,29295
5661,29695
5662,26195
5663,32095
5664,26795
5665,25895
5666,25095
5667,26795
5668,28395
5669,27895
5670,29295
5671,27295
5672,30795
5673,30395
5674,29895
5675,28795
5676,26195
5677,29695
5678,25095
5679,30795
5680,31795
5681,32295
5682,31290
5683,49485
5684,61115
5685,50780
5686,62155
5687,51280
5688,62980
5689,46635
5690,47315
5691,47615
5692,39290
5693,30995
5694,39560
5695,33390
5696,43130
5697,41705
5698,41705
5699,33390
5700,38365
5701,35960
5702,30750
5703,36015
5704,39205
5705,30915
5706,36355
5707,35680
5708,33485
5709,20720
5710,25135
5711,18720
5712,24815
5713,19030
5714,21030
5715,20030
5716,18720
5717,26255
5718,19720
5719,19030
5720,18720
5721,19030
5722,19720
5723,47300
5724,49790
5725,47850
5726,50340
5727,50485
5728,47870
5729,34750
5730,31070
5731,44140
5732,38050
5733,41650
5734,42680
5735,32530
5736,29765
5737,33290
5738,36590
5739,40190
5740,34395
5741,38775
5742,30490
5743,42375
5744,44990
5745,33475
5746,43530
5747,32015
5748,40915
5749,35855
5750,37315
5751,2000
5752,22065
5753,23365
5754,20015
5755,25990
5756,21315
5757,24690
5758,19215
5759,21265
5760,22215
5761,23515
5762,20165
5763,26140
5764,24840
5765,19365
5766,21465
5767,21415
5768,34650
5769,37420
5770,39100
5771,36330
5772,39800
5773,37030
5774,237250
5775,238500
5776,262350
5777,199800
5778,22995
5779,22995
5780,22995
5781,2288
5782,2433
5783,2648
5784,2552
5785,31790
5786,29715
5787,28750
5788,29100
5789,30600
5790,42400
5791,42400
5792,42400
5793,43600
5794,16800
5795,15700
5796,28900
5797,34600
5798,29350
5799,31750
5800,29350
5801,27050
5802,34890
5803,29900
5804,29200
5805,31890
5806,32900
5807,27900
5808,32990
5809,29290
5810,31980
5811,34980
5812,27990
5813,29990
5814,26840
5815,25830
5816,30535
5817,26840
5818,25830
5819,30535
5820,26840
5821,30535
5822,25830
5823,34465
5824,27060
5825,40660
5826,35440
5827,30285
5828,29310
5829,27060
5830,37535
5831,40810
5832,35540
5833,37570
5834,30435
5835,27095
5836,29460
5837,27095
5838,35645
5839,37675
5840,40915
5841,2000
5842,2000
5843,2000
5844,28295
5845,29295
5846,36295
5847,37645
5848,34295
5849,25795
5850,29295
5851,28295
5852,25795
5853,28495
5854,29495
5855,34495
5856,25995
5857,36495
5858,25995
5859,37845
5860,28495
5861,29495
5862,21495
5863,23295
5864,20995
5865,20995
5866,22795
5867,19695
5868,18695
5869,18195
5870,22295
5871,21995
5872,19195
5873,18295
5874,21095
5875,22095
5876,21095
5877,21595
5878,19795
5879,23595
5880,19295
5881,18795
5882,22595
5883,23095
5884,18395
5885,18895
5886,21695
5887,21195
5888,24595
5889,24095
5890,22795
5891,21995
5892,19895
5893,23295
5894,19395
5895,22495
5896,18460
5897,19200
5898,23690
5899,18500
5900,20275
5901,18500
5902,21965
5903,20275
5904,21965
5905,23690
5906,22065
5907,20375
5908,23790
5909,20375
5910,18600
5911,23790
5912,18600
5913,22065
5914,22190
5915,23915
5916,18725
5917,20500
5918,2827
5919,3000
5920,2912
5921,3381
5922,3355
5923,2799
5924,3130
5925,3012
5926,3622
5927,3652
5928,3222
5929,7398
5930,3086
5931,22600
5932,21050
5933,19400
5934,20200
5935,21600
5936,21850
5937,21000
5938,22400
5939,24450
5940,20200
5941,22300
5942,27055
5943,20810
5944,22970
5945,24875
5946,21155
5947,25415
5948,25105
5949,21385
5950,2233
5951,2484
5952,2290
5953,22515
5954,26635
5955,24270
5956,28070
5957,24580
5958,23160
5959,15495
5960,17850
5961,15665
5962,15665
5963,37325
5964,37825
5965,42610
5966,42860
5967,43360
5968,35065
5969,37525
5970,36100
5971,38635
5972,36550
5973,41440
5974,39085
5975,43690
5976,31105
5977,31105
5978,29735
5979,39700
5980,40200
5981,46890
5982,47140
5983,47640
5984,39615
5985,41850
5986,40065
5987,42300
5988,43035
5989,40870
5990,61300
5991,61750
5992,63600
5993,2000
5994,2000
5995,2000
5996,2081
5997,2032
5998,2081
5999,2000
6000,25270
6001,26195
6002,24170
6003,29525
6004,27295
6005,27295
6006,28200
6007,24170
6008,26420
6009,27520
6010,29300
6011,25045
6012,29300
6013,26195
6014,28425
6015,28200
6016,23945
6017,27520
6018,28425
6019,25045
6020,23945
6021,25270
6022,29525
6023,26420
6024,24535
6025,30875
6026,28555
6027,29775
6028,28855
6029,27925
6030,27455
6031,30875
6032,25635
6033,29775
6034,27455
6035,28855
6036,25635
6037,24535
6038,26825
6039,28555
6040,27925
6041,29955
6042,29955
6043,26825
6044,26990
6045,24995
6046,29325
6047,31180
6048,31895
6049,25560
6050,27645
6051,30245
6052,24210
6053,21295
6054,28120
6055,24210
6056,21295
6057,20195
6058,20195
6059,28390
6060,29220
6061,25960
6062,26640
6063,25960
6064,25540
6065,27290
6066,21695
6067,21695
6068,29495
6069,20595
6070,28395
6071,26895
6072,20595
6073,28695
6074,24395
6075,26195
6076,26195
6077,24395
6078,27595
6079,25795
6080,20995
6081,27665
6082,30265
6083,29165
6084,26685
6085,24885
6086,22095
6087,26685
6088,20995
6089,26565
6090,24885
6091,22095
6092,29465
6093,28365
6094,22325
6095,29280
6096,23650
6097,25380
6098,25175
6099,26920
6100,20895
6101,21640
6102,26920
6103,28020
6104,22740
6105,30380
6106,29280
6107,24075
6108,30380
6109,16215
6110,28020
6111,17325
6112,20095
6113,23650
6114,18995
6115,26410
6116,22325
6117,20095
6118,25380
6119,31670
6120,18425
6121,27510
6122,19420
6123,18320
6124,18995
6125,21995
6126,22325
6127,23650
6128,29280
6129,19775
6130,25380
6131,28020
6132,26920
6133,18675
6134,26920
6135,23650
6136,21995
6137,18995
6138,20095
6139,20895
6140,31120
6141,17680
6142,28020
6143,18780
6144,30380
6145,30380
6146,29280
6147,25380
6148,28995
6149,21995
6150,20895
6151,18995
6152,17895
6153,24995
6154,27895
6155,2347
6156,2554
6157,2590
6158,2182
6159,2691
6160,2317
6161,2368
6162,2377
6163,2251
6164,2038
6165,2407
6166,2463
6167,2773
6168,2756
6169,2590
6170,2916
6171,2322
6172,2623
6173,2655
6174,2578
6175,26770
6176,22270
6177,25170
6178,31925
6179,19270
6180,22170
6181,30225
6182,28225
6183,33920
6184,28770
6185,29925
6186,33295
6187,33295
6188,27395
6189,28695
6190,26595
6191,23495
6192,29995
6193,25195
6194,20695
6195,31395
6196,31395
6197,27395
6198,26295
6199,26595
6200,33695
6201,28395
6202,31795
6203,30895
6204,20995
6205,24895
6206,29795
6207,20995
6208,33695
6209,26295
6210,29795
6211,31795
6212,30995
6213,26595
6214,27495
6215,28395
6216,24895
6217,25240
6218,28020
6219,30020
6220,26940
6221,20250
6222,22300
6223,24150
6224,22100
6225,27230
6226,24830
6227,24830
6228,22100
6229,28020
6230,22300
6231,24150
6232,26940
6233,30020
6234,20250
6235,27230
6236,25240
6237,28020
6238,24830
6239,30020
6240,27230
6241,26940
6242,24400
6243,22100
6244,20250
6245,22550
6246,25240
6247,2000
6248,2000
6249,2000
6250,2000
6251,2000
6252,2000
6253,2000
6254,2000
6255,2000
6256,2000
6257,41250
6258,42650
6259,59900
6260,54500
6261,49000
6262,61900
6263,54900
6264,21049
6265,22049
6266,24149
6267,27299
6268,23399
6269,24849
6270,23049
6271,25949
6272,22099
6273,25499
6274,18999
6275,23899
6276,25249
6277,27549
6278,22299
6279,23649
6280,25749
6281,24399
6282,18999
6283,26199
6284,25099
6285,20999
6286,22249
6287,27549
6288,26199
6289,22349
6290,25799
6291,21749
6292,23249
6293,28999
6294,19999
6295,27199
6296,35725
6297,31065
6298,40500
6299,39970
6300,33635
6301,38025
6302,38730
6303,34065
6304,40145
6305,38905
6306,35900
6307,33810
6308,40675
6309,38200
6310,31065
6311,36065
6312,38665
6313,43265
6314,32065
6315,41065
6316,37895
6317,34695
6318,38195
6319,34995
6320,37995
6321,34495
6322,38995
6323,21345
6324,18395
6325,18495
6326,21495
6327,21945
6328,18595
6329,17395
6330,29495
6331,20595
6332,21595
6333,20995
6334,18295
6335,18595
6336,20995
6337,17595
6338,23495
6339,22495
6340,19995
6341,21995
6342,20295
6343,21095
6344,18795
6345,17795
6346,22095
6347,80155
6348,83825
6349,84325
6350,1380000
6351,1382750
6352,2000
6353,2000
6354,2000
6355,2000
6356,2000
6357,2000
6358,2000
6359,2000
6360,2000
6361,2000
6362,2000
6363,2000
6364,2000
6365,2000
6366,2000
6367,2000
6368,2000
6369,2000
6370,2000
6371,2000
6372,2000
6373,2000
6374,2000
6375,2000
6376,2000
6377,2000
6378,2000
6379,2000
6380,2000
6381,2000
6382,2000
6383,2000
6384,2000
6385,35020
6386,32000
6387,28980
6388,32100
6389,35120
6390,29010
6391,32000
6392,29010
6393,34200
6394,36790
6395,26495
6396,29595
6397,26795
6398,23495
6399,21995
6400,23795
6401,21695
6402,21745
6403,26845
6404,29945
6405,23845
6406,22045
6407,27145
6408,24145
6409,31640
6410,23995
6411,21995
6412,25995
6413,28840
6414,2000
6415,2060
6416,2042
6417,2000
6418,2000
6419,2181
6420,2028
6421,2063
6422,2066
6423,2384
6424,2356
6425,2506
6426,2265
6427,2144
6428,2135
6429,2066
6430,25645
6431,31420
6432,26040
6433,32085
6434,26725
6435,32385
6436,83000
6437,72000
6438,375000
6439,2000
6440,2087
6441,28680
6442,2000
6443,2000
6444,2000
6445,2000
6446,2000
6447,2000
6448,2000
6449,2000
6450,2000
6451,36400
6452,41500
6453,38900
6454,36600
6455,39100
6456,41700
6457,36600
6458,39100
6459,41700
6460,48525
6461,54025
6462,45975
6463,49700
6464,59900
6465,54600
6466,69279
6467,60600
6468,50400
6469,55300
6470,50400
6471,55300
6472,60600
6473,4207
6474,4556
6475,5035
6476,55375
6477,56225
6478,56525
6479,82305
6480,84500
6481,78820
6482,72520
6483,75465
6484,87500
6485,75465
6486,78820
6487,72520
6488,82305
6489,82305
6490,72520
6491,78820
6492,75465
6493,120060
6494,120440
6495,120440
6496,36770
6497,43370
6498,36140
6499,39970
6500,32370
6501,43590
6502,32640
6503,36360
6504,36990
6505,40190
6506,39285
6507,2136
6508,2080
6509,2283
6510,2444
6511,2681
6512,2356
6513,2000
6514,2000
6515,2000
6516,2000
6517,2000
6518,2000
6519,2000
6520,2000
6521,2000
6522,2000
6523,2000
6524,2000
6525,2000
6526,40205
6527,32520
6528,29265
6529,35770
6530,33120
6531,35270
6532,30770
6533,34670
6534,35730
6535,30930
6536,34830
6537,33230
6538,32730
6539,42515
6540,29230
6541,35625
6542,36230
6543,29730
6544,35675
6545,33130
6546,44460
6547,2000
6548,2000
6549,2000
6550,2000
6551,2000
6552,2000
6553,2000
6554,2000
6555,2044
6556,2100
6557,18890
6558,3667
6559,4282
6560,65225
6561,67395
6562,67395
6563,83180
6564,88880
6565,89380
6566,51270
6567,96100
6568,58800
6569,49770
6570,47270
6571,97250
6572,51790
6573,50290
6574,59450
6575,47790
6576,62900
6577,48300
6578,49800
6579,98400
6580,50800
6581,51700
6582,51700
6583,2000
6584,2000
6585,2000
6586,2000
6587,2000
6588,43900
6589,45650
6590,45800
6591,47950
6592,45800
6593,47950
6594,49200
6595,47050
6596,62000
6597,63500
6598,64000
6599,133205
6600,50250
6601,52750
6602,52150
6603,54650
6604,54650
6605,52150
6606,64200
6607,72500
6608,74200
6609,65700
6610,74700
6611,66200
6612,60950
6613,58450
6614,92900
6615,93600
6616,94100
6617,115700
6618,117200
6619,117500
6620,118200
6621,111900
6622,119700
6623,113400
6624,113700
6625,120000
6626,72300
6627,49900
6628,52600
6629,73900
6630,67200
6631,54400
6632,76000
6633,47500
6634,32855
6635,30855
6636,22680
6637,29100
6638,37320
6639,29860
6640,23370
6641,31515
6642,33615
6643,37795
6644,38105
6645,33880
6646,27225
6647,29855
6648,31780
6649,23420
6650,20320
6651,17935
6652,19695
6653,23640
6654,25555
6655,25925
6656,23835
6657,22565
6658,28420
6659,22565
6660,24610
6661,21465
6662,20965
6663,23465
6664,20165
6665,23265
6666,19565
6667,20575
6668,19795
6669,23710
6670,23915
6671,28195
6672,25470
6673,30355
6674,22340
6675,27005
6676,23610
6677,22340
6678,21625
6679,28620
6680,27770
6681,30920
6682,23120
6683,25020
6684,23120
6685,25125
6686,27875
6687,21680
6688,30975
6689,23225
6690,38680
6691,42235
6692,41225
6693,41525
6694,38425
6695,38125
6696,38915
6697,42015
6698,41715
6699,38615
6700,2000
6701,2000
6702,2263
6703,2209
6704,2411
6705,2459
6706,2000
6707,2000
6708,2000
6709,2000
6710,2000
6711,2000
6712,19685
6713,20755
6714,19565
6715,21715
6716,18845
6717,21715
6718,18845
6719,20755
6720,19685
6721,19565
6722,20115
6723,22415
6724,20265
6725,21455
6726,19275
6727,34380
6728,31290
6729,36990
6730,34490
6731,32510
6732,39960
6733,37770
6734,34590
6735,37090
6736,40040
6737,32610
6738,37870
6739,189350
6740,191300
6741,23700
6742,24000
6743,24200
6744,27995
6745,29925
6746,29925
6747,27995
6748,25730
6749,25780
6750,26580
6751,20480
6752,19980
6753,44990
6754,45990
6755,44990
6756,49300
6757,51300
6758,44565
6759,48840
6760,50840
6761,42565
6762,48840
6763,46840
6764,56780
6765,54780
6766,43015
6767,49440
6768,46515
6769,44515
6770,55230
6771,45015
6772,53230
6773,52640
6774,51440
6775,50640
6776,55230
6777,49440
6778,47440
6779,48640
6780,50640
6781,57230
6782,56400
6783,48360
6784,50360
6785,52360
6786,58400
6787,56400
6788,43950
6789,50360
6790,45950
6791,54400
6792,32500
6793,28950
6794,2000
6795,2000
6796,2000
6797,2000
6798,2000
6799,2000
6800,12515
6801,2000
6802,2000
6803,2000
6804,2000
6805,2000
6806,2381
6807,2337
6808,2138
6809,31025
6810,28025
6811,28075
6812,31075
6813,31675
6814,28875
6815,49850
6816,47700
6817,53700
6818,59200
6819,61700
6820,61200
6821,54750
6822,48700
6823,63700
6824,50850
6825,13995
6826,16995
6827,15195
6828,12995
6829,15195
6830,14195
6831,13995
6832,12995
6833,14295
6834,15395
6835,14095
6836,14945
6837,14795
6838,12995
6839,14195
6840,15995
6841,16495
6842,46030
6843,35595
6844,33100
6845,48525
6846,46455
6847,42955
6848,48950
6849,40460
6850,33260
6851,39585
6852,37090
6853,35755
6854,41895
6855,35720
6856,35130
6857,32720
6858,39485
6859,38125
6860,45475
6861,47880
6862,38850
6863,40845
6864,45840
6865,45840
6866,38850
6867,40845
6868,41005
6869,39010
6870,46000
6871,45205
6872,43210
6873,43370
6874,45365
6875,43530
6876,49025
6877,40850
6878,38900
6879,44045
6880,47810
6881,53475
6882,38260
6883,55970
6884,45315
6885,40755
6886,41550
6887,38260
6888,44045
6889,48055
6890,45560
6891,53475
6892,40755
6893,41550
6894,55970
6895,34645
6896,45555
6897,35190
6898,35190
6899,37080
6900,45555
6901,47445
6902,37080
6903,45605
6904,45605
6905,47495
6906,35190
6907,35190
6908,35010
6909,36900
6910,39510
6911,39510
6912,49560
6913,35010
6914,41400
6915,47670
6916,36760
6917,36760
6918,47670
6919,38650
6920,5650
6921,79900
6922,69900
6923,104500
6924,93400
6925,69900
6926,75000
6927,85000
6928,105000
6929,80000
6930,79500
6931,66000
6932,134500
6933,74500
6934,71000
6935,75000
6936,89500
6937,112000
6938,70000
6939,2000
6940,2000
6941,2000
6942,2000
6943,2000
6944,2000
6945,24250
6946,27750
6947,26140
6948,33790
6949,25815
6950,30540
6951,27590
6952,24165
6953,29740
6954,23335
6955,31035
6956,25885
6957,30235
6958,30210
6959,26040
6960,24520
6961,27890
6962,30420
6963,27700
6964,22280
6965,24690
6966,28355
6967,24930
6968,20830
6969,26330
6970,20330
6971,23430
6972,27740
6973,22625
6974,21015
6975,27607
6976,27777
6977,29627
6978,22777
6979,32887
6980,31317
6981,25087
6982,25637
6983,27777
6984,25217
6985,27607
6986,22907
6987,32887
6988,29627
6989,25637
6990,31317
6991,26199
6992,25999
6993,28199
6994,23999
6995,34999
6996,35799
6997,36159
6998,229000
6999,239400
7000,28460
7001,23490
7002,28515
7003,22115
7004,22950
7005,28515
7006,22950
7007,22115
7008,25645
7009,24645
7010,25895
7011,24895
7012,26145
7013,25145
7014,2000
7015,2078
7016,2254
7017,2000
7018,2038
7019,2462
7020,298900
7021,303700
7022,303700
7023,335600
7024,44540
7025,44540
7026,41995
7027,39000
7028,38550
7029,40600
7030,36950
7031,34220
7032,29560
7033,32620
7034,31160
7035,34400
7036,39180
7037,41730
7038,32800
7039,38730
7040,29740
7041,40780
7042,31340
7043,42180
7044,37130
7045,40130
7046,43780
7047,29740
7048,31340
7049,37130
7050,38730
7051,34400
7052,32800
7053,40780
7054,39180
7055,336400
7056,369200
7057,345400
7058,378200
7059,382400
7060,354000
7061,364000
7062,392400
7063,450000
7064,3550
7065,3206
7066,3654
7067,4059
7068,4584
7069,5193
7070,41800
7071,29300
7072,34800
7073,25300
7074,46170
7075,32300
7076,23800
7077,29300
7078,36300
7079,36395
7080,32395
7081,24145
7082,35145
7083,29645
7084,41895
7085,29645
7086,25645
7087,25645
7088,24645
7089,29645
7090,42145
7091,36645
7092,35145
7093,32645
7094,2000
7095,2000
7096,2000
7097,2000
7098,2000
7099,2000
7100,27505
7101,30550
7102,29265
7103,26905
7104,28665
7105,25980
7106,27550
7107,23720
7108,28650
7109,29450
7110,28650
7111,27550
7112,29265
7113,23970
7114,29450
7115,30550
7116,27505
7117,26905
7118,26230
7119,32205
7120,32655
7121,28665
7122,28600
7123,26395
7124,29330
7125,31270
7126,30065
7127,24915
7128,2000
7129,2000
7130,2000
7131,2000
7132,2000
7133,2000
7134,2000
7135,2000
7136,2000
7137,2000
7138,2000
7139,2000
7140,2000
7141,2000
7142,2000
7143,2000
7144,2000
7145,2000
7146,2000
7147,65055
7148,67220
7149,61480
7150,63645
7151,63195
7152,76650
7153,69135
7154,65560
7155,73645
7156,74260
7157,66770
7158,71260
7159,65560
7160,71260
7161,66770
